,project,property_type,price,area,n_bedrooms,n_bathrooms,balcony_direction,legal,posted_date,post_title,post_description,post_id,Cl Gia,area_cl
2464,Vinhomes Times City - Park Hill,Apartment,2900.0,,2,2,Đông,có sổ đỏ/sổ hồng,2020-12-22 00:00:00 UTC,"Hot, giá cực sốc, bán gấp căn 2PN, full đồ tại Park Hill Premium, giá 2.9 tỷ bao phí","Hot, giá cực sốc, bán gấp căn 2PN, full đồ tại Park Hill Premium, giá 2.9 tỷ bao phí.- Ban công: Hướng Đông, view thoáng mát, buổi tối đẹp lung linh.- Thiết kế: Căn hộ được thiết kế với 2 phòng ngủ vuông vắn có logia, 1 phòng khách rộng thoáng có ban công, bếp và 2WC.- Nội thất căn hộ: Gồm các thiết bị thông minh của chủ đầu tư, và đầy đủ các đồ liền tường, bàn ghế, bàn ăn cũng như để lại toàn bộ đồ điện tử...- Pháp lý: Căn hộ đã có sổ đỏ.- Giá bán rẻ nhất thị trường: 2.9 tỷ bao phí.- Liên hệ để được tư vấn và xem nhà trực tiếp: 0379431692.",27189074,2-3,unknown
2465,Times City,Apartment,3450.0,109.0,2,2,unknown,có sổ đỏ/sổ hồng,2020-12-22 00:00:00 UTC,"Bán căn hộ 2PN mới đẹp, siêu rộng, DT 109m2 tại Times City, giá cực tốt chỉ 3.45 tỷ","Bán căn hộ 2PN mới đẹp, siêu rộng.- DT 109m2 tại Times City, giá cực tốt chỉ 3.45 tỷ.- Căn hộ gồm 1 phòng khách rộng thoáng, 1 phòng ngủ master và 1 phòng ngủ nhỏ, bếp riêng biệt và có 2 logia.- Tình trạng nhà mới sạch đẹp.- Sổ đỏ chính chủ.Liên hệ xem nhà trực tiếp: 0356922296.",28267211,3-4.5,100-150
2466,Times City,Apartment,3150.0,95.0,2,2,Bắc,có sổ đỏ/sổ hồng,2020-12-22 00:00:00 UTC,"Cần bán nhanh căn 2PN, 95m2 view cầu Vĩnh Tuy, sông Hồng tại Times City giá 3.150 tỷ full đồ đẹp","Cần bán nhanh căn 2PN, 95m2 view cầu Vĩnh Tuy, sông Hồng tại Times City giá 3.150 tỷ full đồ đẹp.- Tình trạng nhà: Bán full đồ, nhà mới tinh, sạch sẽ...- Giá bán: 3.150 tỷ bao phí.- Sổ đỏ chính chủ.Liên hệ xem nhà trực tiếp: 0356922296.",28267201,3-4.5,80-100
2467,Vinhomes Times City - Park Hill,Apartment,4250.0,115.0,3,2,Tây-Bắc,unknown,2020-12-22 00:00:00 UTC,"Cực sốc! Căn góc tầng trung 3PN, 115m2 tại Times City, giá 4.25 tỷ BP, view quảng trường cực đẹp","Cực sốc! Căn góc tầng trung 3PN - 115 m2 tại Times city, giá sốc 4.25 tỷ bao phí, view quảng trường và tháp đồng hồ siêu đẹp.- Diện tích: 115 m2, thiết kế căn góc 3PN vuông vắn đều nhận ánh sáng tự nhiên vào căn hộ, 2WC, 1PK + 1 nhà bếp.- Nội thất: Nội thất cơ bản từ chủ đầu tư Vingroup.- Có 10 năm phí dịch vụ.- Pháp lý: Sổ đỏ chính chủ.- View cực thoáng đẹp ra trung tâm Quảng trường Park Hill, tháp đồng hồ.- Giá bán rẻ nhất thị trường: 4.25 tỷ (bao toàn bộ chi phí).Mọi thông tin liên hệ: 0356922296 (Zalo/Face/Viber/IMessage).",28267197,3-4.5,100-150
2468,Vinhomes Times City - Park Hill,Apartment,4500.0,115.0,3,2,unknown,có sổ đỏ/sổ hồng,2020-12-21 00:00:00 UTC,"Bán căn hộ góc 3pn sáng tại City Park Hill, 115m2 giá 4,5 tỷ. LH: 0975587230","Gia đình cần bán gấp căn hộ 3pn tại Times City Park Hill, nhà mới đẹp, view thoáng mát.Diện tích: 115m2.Giá: 4,5 tỷ.LH: 0975587230.",28265842,4.5-7.5,100-150
2469,Vinhomes Times City - Park Hill,Apartment,3600.0,79.0,2,2,unknown,có sổ đỏ/sổ hồng,2020-12-21 00:00:00 UTC,"Bán 2pn Park Hill 79m2 giá 3,6 tỷ bao phí. LH 0975587230","Gia đình cần bán gấp căn hộ 2pn Park Hill, vị trí đẹp view thoáng mát. Ban công đông nam.Diện tích: 79m2.Giá: 3,6 tỷ bao phí.LH: 0975587230.",28265804,3-4.5,50-80
2470,Vinhomes Times City - Park Hill,Apartment,3330.0,73.4,2,2,unknown,có sổ đỏ/sổ hồng,2020-12-21 00:00:00 UTC,Chính chủ bán gấp căn 2 PN Park 9 - Times City giá 3.33tỷ LH: 0969.79.0397,"Do không có nhu cầu sử dụng nên gia đình em cần nhượng lại căn 2 ngủ toà Park 9 Premium tầng trung 74.3m2 giá 3,33 tỷNhà em đã có sổ đỏ và phí dịch vụ.Anh chị nào có nhu cầu xem nhà liên hệ em: 0969.79.0397.",28265684,3-4.5,50-80
2471,Vinhomes Times City - Park Hill,Apartment,5350.0,118.5,3,2,Bắc,có sổ đỏ/sổ hồng,2020-12-21 00:00:00 UTC,"Cần bán căn 3 phòng ngủ, 118.5m2 giá chỉ 5.35 tỷ bao phí, nhà đẹp tại Vinhomes Times City Premium","Cần bán căn 3 phòng ngủ, 118.5m2 giá chỉ 5.35 tỷ bao phí tại Vinhomes Times City Premium.Thông tin chi tiết:- Diện tích và thiết kế: Diện tích 118,5m2; thiết kế căn 3 phòng ngủ sáng, 2 nhà vệ sinh.- Nội thất: Hệ thống đèn chiếu sáng sang trọng, điều hòa âm trần, sàn gỗ, tủ âm tường, bếp, tủ bếp và các thiết bị vệ sinh cao cấp...- Hướng: Bắc.- Giá bán: 5.35 tỷ bao phí.- Pháp lý: Căn hộ đã có sổ đỏ chính chủ.Xem nhà liên hệ: 0898.899.869.",28265370,4.5-7.5,100-150
2472,Times City,Apartment,3150.0,94.4,2,2,Bắc,unknown,2020-12-21 00:00:00 UTC,"Bán nhanh bán rẻ căn 2PN 94.4m2 tầng cao hướng Bắc Tòa T1 Times City, giá 3.15 tỷ BP, LH 0979271525","097.927.1525.Không có nhu cầu sử dụng gia đình cần bán nhanh căn hộ 2 phòng ngủ, Tòa T1 Times city giá 3.15 tỷ bao toàn bộ phí sang tên.Diện tích: 94.4m2.Thiết kế: 2 phòng ngủ vuông vắn, Phòng khách rộng rãi với ban công hướng Bắc View Thành Phố thoáng mát không bị che chắn, 2 vệ sinh và bếp khép kín.Nội thất cơ bản: Hệ thống chiếu sáng, đèn chùm sang trọng, sàn gỗ, trần thạch cao, điều hòa riêng từng phòng cho phòng ngủ và phòng khách. Phòng bếp có đầy đủ hệ thống tủ bếp, bếp từ hồng ngoại, chậu rửa inox.Giá bán: 3.15 tỷ (chủ nhà chịu toàn bộ phí sang tên).Liên hệ xem nhà: 097.927.1525(Zalo, Viber).- Bất Động Sản Nhà Mới - .Đơn vị mua bán, chuyển nhượng, cho thuê và quản lý BĐS số 1 VinH0mes.Quý khách có nhu cầu mua bán chuyển nhượng, cho thuê căn hộ vui lòng liên hệ #HOTLINE: 097.927.1525 (viber/zalo 24/7).Địa Chỉ: L2 - T11 OF 05 Khu Đô Thị Vinh0mes Times City, 458 Minh Khai Hai Bà Trưng Hà Nội.Website: http://linhbdsvinhomes.bantimescity.vn/",28265312,3-4.5,80-100
2473,Vinhomes Times City - Park Hill,Apartment,5300.0,118.5,3,2,Nam,có sổ đỏ/sổ hồng,2020-12-21 00:00:00 UTC,"Cần bán căn 3 phòng ngủ, 118.5m2 hướng Nam giá chỉ 5.3 tỷ bao phí tại Park 10 Vinhomes Times City.","Cần bán căn 3 phòng ngủ, 118.5m2 hướng Nam giá chỉ 5.3 tỷ bao phí tại Park 10 Vinhomes Times City Park Hill.Thông tin chi tiết:- Có suất ô tô (Hiện còn được miễn phí 2 năm nữa).- Có phí dịch vụ 10 năm.- Diện tích và thiết kế: Diện tích 118,5m2; thiết kế căn 3 phòng ngủ sáng, 2 nhà vệ sinh.- Nội thất: Hệ thống đèn chiếu sáng sang trọng, điều hòa âm trần, sàn gỗ, tủ âm tường, bếp, tủ bếp và các thiết bị vệ sinh cao cấp...- Hướng: Ban công Nam.- Giá bán: 5.3 tỷ bao phí.- Pháp lý: Căn hộ đã có sổ đỏ chính chủ.Xem nhà liên hệ: 0898.899.869.",28265174,4.5-7.5,100-150
2474,Vinhomes Times City - Park Hill,Apartment,3350.0,97.5,2,2,Tây-Bắc,có sổ đỏ/sổ hồng,2020-12-21 00:00:00 UTC,"Bán gấp căn góc Times City 97.5m - 2PN, giá siêu rẻ 3,35 tỷ bao tên sổ đỏ","Gia đình bán gấp căn góc 97,5m2 - 2PN chung cư Times City Park Hill - 458 Minh Khai - Hà Nội.- Thiết kế: 97,5m2 - 2PN, 2WC, 1 phòng khách rộng, bếp riêng biệt. View cực đẹp và thoáng. Nhà vẫn còn mới nguyên, khách mua nhận nhà vào ở ngay.- Nội thất: Chủ nhà để lại toàn bộ nội thất liền tường. Miễn phí 10 năm dịch vụ, bể bơi, sân chơi thể thao...- Giá bán cực rẻ: 3.35 tỷ (VAT + BT). Bao phí sang tên sổ đỏ.- LH trực tiếp: A Huy: 0987.457.984 (Zalo/Viber).",26793377,3-4.5,80-100
2475,Vinhomes Times City - Park Hill,Apartment,4250.0,98.0,3,2,Bắc,unknown,2020-12-21 00:00:00 UTC,"Bán gấp CHCC Times City Park Hill 98m2 3PN. Giá siêu rẻ 4,25 tỷ bao tên","Bán căn hộ 98m2 - 3PN Times City Park Hill - Minh Khai - Hai Bà Trưng.- Thiết kế: 98m2 - 3PN sáng, 2WC. Tầng trung, ban công thoáng mát, nội thất nguyên bản của chủ đầu tư: Điều hòa âm trần, tủ âm tường, cửa chống cháy, thiết bị vệ sinh, sàn gỗ, thiết bị bếp đầy đủ. Khách mua chỉ sắm thêm nội thất rời vào ở.- Giá bán: 4,25 tỷ(bao phí). Sổ đỏ chính chủ.- LH để tư vấn và xem căn hộ: 0987.457.984 (zalo/viber 24/7).",27704873,3-4.5,80-100
2476,Times City,Apartment,3150.0,95.0,3,2,Đông,có sổ đỏ/sổ hồng,2020-12-21 00:00:00 UTC,"Cần tiền bán gấp CH 95m2 - 3PN Times City Park Hill. Giá siêu rẻ 3,15 tỷ bao tên sổ đỏ","Cần bán gấp căn 95m2 - 3PN chung cư Times City Park Hill - 458 Minh Khai HBT - Hà Nội.- Xem thêm tại: http://quanghuynhamoi.bantimescity.vn/- Thiết kế: 95m2 - 3PN, 2WC, 1 phòng khách, bếp. Thiết kế hài hòa, hợp lý tối đa công năng sử dụng. Khách mua nhận nhà vào ở ngay. View quảng trường Park Hill cực thoáng mát.- Nội thất: Chủ nhà để lại toàn bộ nội thất liền tường. Miễn phí 10 năm dịch vụ, bể bơi, sân chơi thể thao...- Giá bán cực rẻ: 3,15 tỷ (VAT + BT). Bao phí sang tên sổ đỏ. Có thương lượng cho khách nhiệt tình.- LH trực tiếp: 0936.402.168 (Zalo/Viber).",27923064,3-4.5,80-100
2477,Vinhomes Times City - Park Hill,Apartment,2950.0,75.0,2,2,Bắc,có sổ đỏ/sổ hồng,2020-12-21 00:00:00 UTC,"Chỉ 2,95 tỷ bạn đã sở hữu căn hộ 75m2 - 2PN Park Hill, đầy đủ nội thất","Gia đình bán gấp căn hộ 75m2 - 2PN chung cư Times City Park Hill - 458 Minh Khai - Hà Nội.- Thiết kế: 75m2 - 2PN, 2WC, 1 phòng khách, bếp. Thiết kế hài hòa hợp lý, nhà ít ở nên mới nguyên, khách mua nhận nhà vào ở ngay. Sổ đỏ chính chủ.- Nội thất: Chủ nhà để lại toàn bộ nội thất trong căn hộ. Khách mua chỉ việc đến ở.- Giá bán cực rẻ: 2,95 tỷ (VAT + BT). Bao phí sang tên sổ đỏ.- LH trực tiếp: 0936.402.168 (Zalo/Viber).",27076771,2-3,50-80
2478,Times City,Apartment,3920.0,106.0,2,2,Nam,unknown,2020-12-21 00:00:00 UTC,Cần tiền bán gấp CH Times City 106m2 - 2PN. Giá thương lượng trực tiếp,"Gia chủ bán gấp căn hộ T10 - 106m2 chung cư Times City. Giá 3,8 tỷ.Xem thêm tại: https://bit.ly/362GI5f- Thiết kế: 106m2 - 2PN, 2WC, 1 phòng khách rộng, bếp riêng biệt. Tầng trung, view hướng Nam cực đẹp và thoáng. Phòng khách có logia rộng nhất Times City có thể thiết kế tiểu sảnh, bàn trà cực đẹp. Nhà vẫn còn mới nguyên, khách mua nhận nhà vào ở ngay.- Nội thất: Chủ nhà để lại toàn bộ nội thất CĐT cao cấp, khách chỉ việc vào ở. Miễn phí bể bơi, sân chơi thể thao...- Giá bán cực rẻ: 3.92 tỷ (VAT + BT). Bao tên sổ đỏ.- LH trực tiếp: 0936.402.168 (Zalo/Viber).",28135501,3-4.5,100-150
2479,Times City,Apartment,3700.0,110.0,2,2,Bắc,unknown,2020-12-21 00:00:00 UTC,"Bán gấp CH Times 110m2 - 2PN. Tầng trung, view thoáng, giá siêu rẻ 3,7 tỷ bao phí","Chính chủ bán gấp căn hộ 110m2 chung cư Times City. Giá 3,7 tỷ bao phí sang tên.- Xem thêm tại: https://bit.ly/362GI5f- Thiết kế: 110m2 - 2PN, 2WC, 1 phòng khách rộng, bếp đã sửa thoáng đẹp. Tầng trung, View cực đẹp và thoáng. Nhà vẫn còn mới nguyên, khách mua nhận nhà vào ở ngay.- Nội thất: Chủ nhà để lại toàn bộ nội thất CĐT cao cấp, khách chỉ việc vào ở. Miễn phí dịch vụ, bể bơi, sân chơi thể thao...- Giá bán cực rẻ: 3.7 tỷ (VAT + BT). Bao phí sang tên.- LH trực tiếp: 0936.402.168 (Zalo/Viber).",28142285,3-4.5,100-150
2480,Times City,Apartment,2950.0,83.0,2,2,Bắc,unknown,2020-12-21 00:00:00 UTC,"Siêu rẻ, bán căn hộ 2PN sáng mới đẹp, 83m2 Times City, giá 2.95 tỷ bao phí","Siêu rẻ, bán căn hộ 2PN sáng, nhà mới đẹp, 83m2 Times City, giá 2.95 tỷ bao phí.- Thiết kế 2PN sáng, 1 phòng khách, 2WC, 1 bếp riêng biệt. Căn hộ có view nhạc nước rất đẹp, view sân chơi, vườn hoa, phố đi bộ.- Nội thất: Bán full đồ (đồ nội thất chủ đầu tư, đồ liền tường, đồ điện tử... ).- Căn hộ được miễn phí 10 năm dịch vụ.- Giá bán rẻ nhất thị trường: 3 tỷ bao phí.Liên hệ xem nhà trực tiếp: 0356922296.",28265051,2-3,80-100
2481,Times City,Apartment,3150.0,95.0,2,2,Bắc,có sổ đỏ/sổ hồng,2020-12-21 00:00:00 UTC,"Chỉ với 3,15 tỷ bạn đã sở hữu căn hộ 95m2 - 3PN, full nội thất cao cấp. View cầu Vĩnh Tuy Sông Hồng","Chính chủ bán gấp căn hộ Times city 95m2 - 2PN. Giá siêu rẻ 3,15 tỷ full nội thất.- Xem thêm tại: https://bit.ly/362GI5f- Thiết kế căn hộ: 95m2, 2PN, 2WC, 1 phòng khách. Căn thiết kế hài hài hòa, hợp lý đều đón ánh sáng tự nhiên, view cầu Vĩnh Tuy, Sông Hồng cực thoáng mát và đẹp không bị che chắn. Khách mua nhận nhà về ở ngay.- Nội thất: Chủ nhà để lại Full nội thất cao cấp khách chỉ việc xách vali vào ở.- Pháp lý: Sổ đỏ chính chủ.- Giá bán: 3,15 tỷ (VAT + BT). Bao phí sang tên sổ đỏ.- LH trực tiếp: 0936.402.168 (Zalo/Viber).",28265000,3-4.5,80-100
2482,Times City,Apartment,3150.0,95.0,2,2,Bắc,unknown,2020-12-21 00:00:00 UTC,"Chính chủ bán gấp căn hộ Times City 95m2 - 2PN. Giá siêu rẻ 3,15 tỷ full nội thất","Chính chủ bán gấp căn hộ Times City 95m2 - 2PN. Giá siêu rẻ 3,15 tỷ full nội thất.- Xem thêm tại: https://bit.ly/362GI5f- Thiết kế căn hộ: 95m2, 2PN, 2WC, 1 phòng khách. Căn thiết kế hài hài hòa, hợp lý đều đón ánh sáng tự nhiên, view cầu Vĩnh Tuy, Sông Hồng cực thoáng mát và đẹp không bị che chắn. Khách mua nhận nhà về ở ngay.- Nội thất: Chủ nhà để lại Full nội thất cao cấp khách chỉ việc xách vali vào ở.- Pháp lý: Sổ đỏ chính chủ.- Giá bán: 3,15 tỷ (VAT + BT). Bao phí sang tên sổ đỏ.- LH trực tiếp: 0987.457.984 (Zalo/Viber).",28264940,3-4.5,80-100
2483,Times City,Apartment,4350.0,110.0,3,2,unknown,có sổ đỏ/sổ hồng,2020-12-21 00:00:00 UTC,"Cần bán CH 3PN 110m2 Times City, view hồ điều hòa, giá chỉ 4.35 tỷ bao phí. Liên hệ 0337587060","Bđs Nhà Mới: 0337587060.Chuyển xuống biệt thự chủ nhà gửi bán gấp căn góc 3PN tòa T08 thuộc quần thể Times City. Sổ đỏ chính chủ. Giá chỉ 4.35 tỷ bao phí.Thông tin căn hộ:- Tổng diện tích: 110m2.- Thiết kế 3PN và phòng khách đều có ánh sáng tự nhiên, 2WC, 1 phòng khách, 1 phòng bếp và 1 phòng ăn.- Nội thất bàn giao nguyên bản CĐT: Sàn gỗ trần thạch cao, thiết bị sinh, thiết bị chiếu sáng đầy đủ, điều hòa, tủ bếp và bếp, đã sửa phòng bếp thoáng thông phòng khách.- Giá bán: 4.35 tỷ bao toàn bộ thuế phí, nhà có sổ đỏ không vay NH.",28264840,3-4.5,100-150
2484,Times City,Apartment,3400.0,87.0,2,2,Nam,unknown,2020-12-21 00:00:00 UTC,"Bán nhanh bán rẻ căn 2PN sáng 87m2 tầng trung hướng Nam tòa T5 Times City giá 3.4 tỷ bp, 0979271525","097.927.1525.Không có nhu cầu sử dụng gia đình cần bán nhanh căn hộ 2 phòng ngủ sáng, Tòa T5 Times city giá 3.4 tỷ bao toàn bộ phí sang tên.Diện tích: 87m2.Thiết kế: 2 phòng ngủ sáng, Phòng khách rộng rãi với ban công hướng nam thoáng mát, 2 vệ sinh và bếp khép kín.Nội thất cơ bản: Hệ thống chiếu sáng, đèn chùm sang trọng, sàn gỗ, trần thạch cao, điều hòa riêng từng phòng cho phòng ngủ và phòng khách. Phòng bếp có đầy đủ hệ thống tủ bếp, bếp từ hồng ngoại, chậu rửa inox.Giá bán: 3.4 tỷ (chủ nhà chịu toàn bộ phí sang tên).Liên hệ xem nhà: 097.927.1525(Zalo, Viber).- Bất Động Sản Nhà Mới -.Đơn vị mua bán, chuyển nhượng, cho thuê và quản lý BĐS số 1 VinH0mes.Quý khách có nhu cầu mua bán chuyển nhượng, cho thuê căn hộ vui lòng liên hệ #HOTLINE: 097.927.1525 (viber/zalo 24/7).Địa Chỉ: L2 - T11 OF 05 Khu Đô Thị Vinh0mes Times City, 458 Minh Khai Hai Bà Trưng Hà Nội.Website: http://linhbdsvinhomes.bantimescity.vn/",28264803,3-4.5,80-100
2485,Times City,Apartment,3000.0,108.0,3,2,unknown,có sổ đỏ/sổ hồng,2020-12-21 00:00:00 UTC,"Danh sách các căn hộ đang giao bán tại Times City giá rẻ, pháp lý sạch. Liên hệ 0337587060","BĐS Nhà Mới - Đơn vị chuyển nhượng và cho thuê số 1 Times City, Park Hill.Với đội ngũ chuyên viên tư vấn chuyên sâu và am hiểu pháp lý, với kinh nghiệm làm chuyển nhượng cho thuê tại Times City nhiều năm nên chúng tôi nhận được sự tin tưởng tuyệt đối từ phía cư dân nơi đây. Khi giao dịch căn hộ, chúng tôi có một phòng pháp lý chuyên hỗ trợ khách hàng và chủ nhà tất cả các hồ sơ giấy tờ, thủ tục pháp lý liên quan đến thủ tục mua bán và chuyển nhượng căn hộ.Quý khách hãy liên hệ để được tư vấn và chọn căn miễn phí: 0337587060.Danh sách các căn hộ chủ nhà gửi bán cắt lỗ tại Times City, Park Hill, Park Hill Premium.Bên khu Times:Căn 75m2 tòa T1, 4, 5, 6, 7 giá 2.75 tỷ bao phí.Căn 87m2 căn hoa hậu tòa T5, 6, 7, giá 3.1 - 3.3 tỷ bao phí.Căn 90m2, tầng trung, tòa T4, 5, 6, 7, giá 2.9 - 3.1 tỷ bao phí, full đồ.Căn 95m2, tầng trung, tòa T1, 4 giá 3 - 3.3 tỷ, bao phí, gần như full đồ.Căn 109m2, tầng đẹp, view trực diện nhạc nước, tòa T3, giá 3,55 tỷ bao phí.Căn góc 97.5m2, view nhạc nước, giá chỉ 3.3 tỷ bao phí, nhà mới.Căn góc 3 phòng ngủ, 110m2, giá 4 - 4.3 tỷ bao phí.Căn 3 phòng ngủ, tòa T11, tầng trung, giá 4 - 4.15 tỷ bao phí.Căn 118m2, tòa T2, 3, giá 3,95 tỷ bao phí.Căn hoa hậu 94,3m2, giá 3,5 - 3.6 tỷ bao phí.Căn 83m2, tầng trung, ban công Nam, tòa T11, giá 3,1- 3.25 tỷ bao phí.Căn 83m2, tòa T8, 9, giá 2.9 - 3.05 tỷ bao phí.Căn 4 phòng ngủ 160m2, view nhạc nước, giá 7.3 tỷ bao phí.Ngoài ra chúng tôi còn rất nhiều căn chủ nhà gửi bán cắt lỗ sâu.Hãy gọi: 0337587060 để chọn được căn hộ ưng ý nhất cho gia đình.Tất cả mọi giao dịch quý khách hàng đều làm việc trực tiếp với chủ nhà, chúng tôi sẽ hỗ trợ mọi thủ tục pháp lý liên quan đến quá trình mua bán, chuyển nhượng căn hộ từ khi hai bên ký hợp đồng đặt cọc, ký hợp đồng công chứng đến lúc ra sổ đỏ đứng tên khách hàng.",28103715,3-4.5,100-150
2486,Vinhomes Times City - Park Hill,Apartment,4250.0,115.0,3,2,unknown,unknown,2020-12-21 00:00:00 UTC,"Căn góc 3PN thuộc quần thể Park Hill Times city, S: 115 m2, tầng trung, view tháp đồng hồ, 4.25 tỷ","- Diện tích: 115m2.- Ban công: Hướng Tây Bắc, view quảng trường tháp đồng hồ.- Thiết kế căn hộ: Căn hộ được thiết kế với 3 phòng ngủ vuông vắn, 2 WC, phòng khách rộng thoáng, phòng bếp riêng biệt nên khi nấu ăn không bị mùi thức ăn.- Nội thất căn hộ: Điều hòa, bếp điện, tủ bếp, tủ âm tường, sàn gỗ, trần thạch cao, thiết bị vệ sinh nhập ngoại, đèn chùm...- Pháp lý: Căn hộ đã có sổ đỏ.- Giá bán: 4.250 tỷ bao phí.== Mọi thông tin liên hệ: Lê Hiền 0979011612(Zalo/Face/Viber/IMessage).Website: https://bitly.com.vn/3y46qe",28264565,3-4.5,100-150
2487,Vinhomes Times City - Park Hill,Apartment,4250.0,115.0,3,2,Tây-Bắc,unknown,2020-12-21 00:00:00 UTC,"Bán gấp căn góc 3PN 115m2, tầng trung view quảng trường tòa T18 Times City, 4.25 tỷ BP, 0979271525","097.927.1525.Không có nhu cầu sử dụng gia đình cần bán nhanh căn hộ 3 phòng ngủ sáng, Tòa T18 Park Hill Times city giá 4.25 tỷ bao toàn bộ phí sang tên.Diện tích: 115m2.Thiết kế: 3 phòng ngủ sáng, Phòng khách rộng rãi với ban công hướng Tây Bắc View Quảng Trường Park Hill thoáng mát, 2 vệ sinh và bếp khép kín.Nội thất cơ bản: Hệ thống chiếu sáng, đèn chùm sang trọng, sàn gỗ, trần thạch cao, điều hòa riêng từng phòng cho phòng ngủ và phòng khách. Phòng bếp có đầy đủ hệ thống tủ bếp, bếp từ hồng ngoại, chậu rửa inox.Giá bán: 4.25 tỷ (chủ nhà chịu toàn bộ phí sang tên).Liên hệ xem nhà: 097.927.1525(Zalo, Viber).- Bất động sản Nhà Mới -.Đơn vị mua bán, chuyển nhượng, cho thuê và quản lý BĐS số 1 vinh0mes.Quý khách có nhu cầu mua bán chuyển nhượng, cho thuê căn hộ vui lòng liên hệ #HOTLINE: 097.927.1525 (viber/zalo 24/7).Địa Chỉ: L2 - T11 OF 05 Khu Đô Thị Vinh0mes Times City, 458 Minh Khai Hai Bà Trưng Hà Nội.Website: http://linhbdsvinhomes.bantimescity.vn/",28264225,3-4.5,100-150
2488,Vinhomes Times City - Park Hill,Apartment,5750.0,120.0,3,2,Đông-Nam,có sổ đỏ/sổ hồng,2020-12-21 00:00:00 UTC,"Bán CH góc Đông Nam 3PN sáng 120m2, Park 12, giá chỉ 5.75 tỷ bao phí. LH: 0963702813","Vì lý do công việc chủ nhà nhờ bán gấp CH SmartHome 3PN, 120m2, tòa P12, Park Premium, sổ đỏ chính chủ, giá 5.75 tỷ bao phí sang tên.Thông tin căn hộ:- Tổng diện tích: 122m2.- Thiết kế: Căn hộ được thiết kế thông minh với 3PN và phòng khách đều có ánh sáng tự nhiên, 2WC, 1 phòng khách, 1 phòng bếp và 1 phòng ăn, 3 logia thông thoáng.- Bàn giao full nội thất: Sàn gỗ, trần thạch cao, thiết bị vệ sinh và thiết bị chiếu sáng đầy đủ, tủ bếp và bếp, tủ âm tường, sofa, tivi, tủ lạnh, giường.- Giá bán: 5.75 tỷ bao toàn bộ thuế phí (căn hộ đã có sổ đỏ).- Liên hệ để được tư vấn chi tiết và xem nhà, hotline: 0963 702 813 Phạm Thủy chuyên viên tư vấn (Zalo, Viber, Imessage).",27494995,4.5-7.5,100-150
2489,Times City,Apartment,4350.0,110.0,3,2,Tây-Bắc,có sổ đỏ/sổ hồng,2020-12-21 00:00:00 UTC,"Cần bán CH 3PN 110m2 Times City, view hồ điều hòa, giá chỉ 4.35 tỷ bao phí. LH 0963 702 813","Chuyển xuống biệt thự chủ nhà gửi bán gấp căn góc 3PN tòa T08 thuộc quần thể Times City. Sổ đỏ chính chủ. Giá chỉ 4.35 tỷ bao phí.Thông tin căn hộ:- Tổng diện tích: 110m2.- Thiết kế 3PN và phòng khách đều có ánh sáng tự nhiên, 2WC, 1 phòng khách, 1 phòng bếp và 1 phòng ăn.- Nội thất bàn giao nguyên bản CĐT: Sàn gỗ trần thạch cao, thiết bị sinh, thiết bị chiếu sáng đầy đủ, điều hòa, tủ bếp và bếp, đã sửa phòng bếp thoáng thông phòng khách.- Giá bán: 4.35 tỷ bao toàn bộ thuế phí, nhà có sổ đỏ không vay NH.- Liên hệ để được tư vấn chi tiết và xem nhà, hotline: 0963 702 813 Phạm Thủy chuyên viên tư vấn(zalo, viber, imessage).- http://bdsnhamoi.vn",28030283,3-4.5,100-150
2490,Vinhomes Times City - Park Hill,Apartment,3000.0,73.0,2,2,Bắc,có sổ đỏ/sổ hồng,2020-12-21 00:00:00 UTC,"Bán nhanh CH 73m2 cửa Tây, Park Hill, giá chỉ 3 tỷ bao phí. LH 0963 702 813","Chủ nhà không có nhu cầu sử dụng muốn bán lại CH 2PN tại tòa P3 thuộc quần thể Park Hill Times City, 458 Minh Khai, Hai Bà Trưng, Hà Nội.Thông tin căn hộ:- Tổng diện tích: 73m2.- Thiết kế căn hộ với 2 logia làm cho toàn bộ 2PN và phòng khách đều có ánh sáng tự nhiên, cùng với 1 phòng bếp, 1 phòng ăn, 2WC.- Nội thất bàn giao nguyên bản CĐT: Sàn gỗ, trần thạch cao, thiết bị vệ sinh, thiết bị chiếu sáng đầy đủ, điều hòa, tủ bếp và bếp,...- Giá bán: 3 tỷ bao toàn bộ thuế phí (sổ đỏ chính chủ).- Liên hệ để được tư vấn chi tiết và xem nhà, hotline: 0963 702 813 Phạm Thủy chuyên viên tư vấn(zalo, viber, imessage).- http://bdsnhamoi.vn",27422741,3-4.5,50-80
